generic_name,status,pmid,label,year,first_author,title,pub_types,reason,url
diazepam,rejected,6368753,,1984,Milligan,A clinical trial of single dose rectal and oral administration of diazepam for the prevention of serial seizures in adult epileptic patients.,"Clinical Trial; Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",no randomized language,https://pubmed.ncbi.nlm.nih.gov/6368753/
divalproex sodium,included,8559420,Willmore1996,1996,Willmore,Efficacy and safety of add-on divalproex sodium in the treatment of complex partial seizures. The M88-194 Study Group.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/8559420/
divalproex sodium,rejected,16316486,,2005,Hollander,Divalproex sodium vs. placebo in the treatment of repetitive behaviours in autism spectrum disorder.,"Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/16316486/
divalproex sodium,rejected,9443711,,1998,Uthman,"Tiagabine for complex partial seizures: a randomized, add-on, dose-response trial.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/9443711/
divalproex sodium,rejected,8947979,,1996,Nemire,A pharmacokinetic study to determine the drug interaction between valproate and propranolol.,Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/8947979/
divalproex sodium,rejected,8780077,,1996,Glantz,"A randomized, blinded, placebo-controlled trial of divalproex sodium prophylaxis in adults with newly diagnosed brain tumors.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, P.H.S.",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/8780077/
eslicarbazepine acetate,included,41722592,Koepp2026,2026,Koepp,"Safety and efficacy of eslicarbazepine acetate for seizure prevention in patients with stroke at high risk of developing post-stroke epilepsy: a proof-of-concept, phase 2a, randomised, double-blind, placebo-controlled antiepileptogenesis trial.","Journal Article; Randomized Controlled Trial; Clinical Trial, Phase II; Multicenter Study",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/41722592/
eslicarbazepine acetate,included,32151803,Kirkham2020,2020,Kirkham,"Efficacy and safety of eslicarbazepine acetate as adjunctive therapy for refractory focal-onset seizures in children: A double-blind, randomized, placebo-controlled, parallel-group, multicenter, phase-III clinical trial.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/32151803/
eslicarbazepine acetate,included,29499473,Mintzer2018,2018,Mintzer,Effects of adjunctive eslicarbazepine acetate on serum lipids in patients with partial-onset seizures: Impact of concomitant statins and enzyme-inducing antiepileptic drugs.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/29499473/
eslicarbazepine acetate,included,25528898,Sperling2014,2014,Sperling,"Eslicarbazepine acetate as adjunctive therapy in patients with uncontrolled partial-onset seizures: Results of a phase III, double-blind, randomized, placebo-controlled trial.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/25528898/
eslicarbazepine acetate,included,20299189,BenMenachem2010,2010,Ben-Menachem,Eslicarbazepine acetate as adjunctive therapy in adult patients with partial epilepsy.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/20299189/
eslicarbazepine acetate,included,19832771,GilNagel2009,2009,Gil-Nagel,Efficacy and safety of 800 and 1200 mg eslicarbazepine acetate as adjunctive treatment in adults with refractory partial-onset seizures.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/19832771/
eslicarbazepine acetate,included,19243424,Elger2009,2009,Elger,"Efficacy and safety of eslicarbazepine acetate as adjunctive treatment in adults with refractory partial-onset seizures: a randomized, double-blind, placebo-controlled, parallel-group phase III study.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/19243424/
eslicarbazepine acetate,included,17319919,Elger2007,2007,Elger,"Eslicarbazepine acetate: a double-blind, add-on, placebo-controlled exploratory trial in adult patients with partial-onset seizures.","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/17319919/
eslicarbazepine acetate,rejected,38787305,,2024,Lee,Long-term effects of adjunctive eslicarbazepine acetate in adult Asian patients with refractory focal seizures: Post hoc analysis of a phase III trial.,"Journal Article; Clinical Trial, Phase III; Randomized Controlled Trial; Multicenter Study; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/38787305/
eslicarbazepine acetate,rejected,38035455,,2023,Cantu,Time to sustained responder status in patients with focal seizures treated with adjunctive eslicarbazepine acetate.,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/38035455/
eslicarbazepine acetate,rejected,36944588,,2023,Koepp,Antiepileptogenesis after stroke-trials and tribulations: Methodological challenges and recruitment results of a Phase II study with eslicarbazepine acetate.,"Clinical Trial, Phase II; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/36944588/
eslicarbazepine acetate,rejected,35908275,,2022,Altalib,Psychiatric adverse events in three phase III trials of eslicarbazepine acetate for focal seizures.,"Journal Article; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/35908275/
eslicarbazepine acetate,rejected,35727711,,2022,Hwang,"The pharmacokinetic, safety, and tolerability profiles of eslicarbazepine acetate are comparable between Korean and White subjects.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/35727711/
